# nb_sources nb_obj nb_fait
101 8 20
#Sources 101 doit être premiere
#liens entre les sources et les faits
#source 1 :
1,3,8,10,12,15,17,19
1,3,8,10,12,15,17,19
1,3,8,10,12,15,17,19
1,3,8,10,12,15,17,19
1,3,8,10,12,15,17,19
1,3,8,10,12,15,17,19
1,3,8,10,12,15,17,19
1,3,8,10,12,15,17,19
1,3,8,10,12,15,17,19
1,3,8,10,12,15,17,19
1,3,8,10,12,15,17,19
1,3,8,10,12,15,17,19
1,3,8,10,12,15,17,19
1,3,8,10,12,15,17,19
1,3,8,10,12,15,17,19
1,3,8,10,12,15,17,19
1,3,8,10,12,15,17,19
1,3,8,10,12,15,17,19
1,3,8,10,12,15,17,19
1,3,8,10,12,15,17,19
1,3,8,10,12,15,17,19
1,3,8,10,12,15,17,19
1,3,8,10,12,15,17,19
1,3,8,10,12,15,17,19
1,3,8,10,12,15,17,19
1,3,6,11,13,15,17,19
1,3,6,11,13,15,17,19
1,3,6,11,13,15,17,19
1,3,6,11,13,15,17,19
1,3,6,11,13,15,17,19
1,3,6,11,13,15,17,19
1,3,6,11,13,15,17,19
1,3,6,11,13,15,17,19
1,3,6,11,13,15,17,19
1,3,6,11,13,15,17,19
1,3,6,11,13,15,17,19
1,3,6,11,13,15,17,19
1,3,6,11,13,15,17,19
1,3,6,11,13,15,17,19
1,3,6,11,13,15,17,19
1,3,6,11,13,15,17,19
1,3,6,11,13,15,17,19
1,3,6,11,13,15,17,19
1,3,6,11,13,15,17,19
1,3,6,11,13,15,17,19
1,3,6,11,13,15,17,19
1,3,6,11,13,15,17,19
1,3,6,11,13,15,17,19
1,3,6,11,13,15,17,19
1,3,6,11,13,15,17,19
1,4,6,9,14,15,17,19
1,4,6,9,14,15,17,19
1,4,6,9,14,15,17,19
1,4,6,9,14,15,17,19
1,4,6,9,14,15,17,19
1,4,6,9,14,15,17,19
1,4,6,9,14,15,17,19
1,4,6,9,14,15,17,19
1,4,6,9,14,15,17,19
1,4,6,9,14,15,17,19
1,4,6,9,14,15,17,19
1,4,6,9,14,15,17,19
1,4,6,9,14,15,17,19
1,4,6,9,14,15,17,19
1,4,6,9,14,15,17,19
1,4,6,9,14,15,17,19
1,4,6,9,14,15,17,19
1,4,6,9,14,15,17,19
1,4,6,9,14,15,17,19
1,4,6,9,14,15,17,19
1,4,6,9,14,15,17,19
1,4,6,9,14,15,17,19
1,4,6,9,14,15,17,19
1,4,6,9,14,15,17,19
1,4,6,9,14,15,17,19
1,5,7,9,12,15,17,19
1,5,7,9,12,15,17,19
1,5,7,9,12,15,17,19
1,5,7,9,12,15,17,19
1,5,7,9,12,15,17,19
1,5,7,9,12,15,17,19
1,5,7,9,12,15,17,19
1,5,7,9,12,15,17,19
1,5,7,9,12,15,17,19
1,5,7,9,12,15,17,19
1,5,7,9,12,15,17,19
1,5,7,9,12,15,17,19
1,5,7,9,12,15,17,19
1,5,7,9,12,15,17,19
1,5,7,9,12,15,17,19
1,5,7,9,12,15,17,19
1,5,7,9,12,15,17,19
1,5,7,9,12,15,17,19
1,5,7,9,12,15,17,19
1,5,7,9,12,15,17,19
1,5,7,9,12,15,17,19
1,5,7,9,12,15,17,19
1,5,7,9,12,15,17,19
1,5,7,9,12,15,17,19
1,5,7,9,12,15,17,19
2,3,6,9,12,16,18,20
-
#liens entre les faits et les objets
#objet 1 :
1,2
#objet n :
3,4,5
6,7,8
9,10,11
12,13,14
15,16
17,18
19,20
 
